,name,salary,address,gender,email,birthdaydate,university,GPA,test,IsMarried,partition
34386,qossay,1352,rammallah,Female,eqfmmzongt@asaltech.com,1997-09-18,al-quds,76,value2,True,8
34399,qossay,3844,Jerusalem,Female,lcjvtuieiw@asaltech.com,1986-04-09,najah,63,value1,False,9
34407,qossay,4182,hebron,Female,agovyrdbhb@asaltech.com,1985-07-08,birzeit,76,value2,True,8
34409,qossay,1230,rammallah,Female,myqejqmdhj@asaltech.com,1986-05-03,birzeit,69,value2,True,3
34426,qossay,1143,yafa,Female,biqfpiqbno@asaltech.com,1990-11-15,najah,74,value1,False,5
34431,qossay,3040,yafa,Female,ilhekusqjj@asaltech.com,1988-04-22,najah,82,value3,True,2
34437,qossay,2627,Jerusalem,Female,ndrafxgkdu@asaltech.com,1988-10-02,al-quds,75,value1,False,2
34446,qossay,917,Salfit,Female,nabpgdjaek@asaltech.com,1987-08-16,najah,71,value2,True,6
34482,qossay,4061,rammallah,Female,mkpijcprea@asaltech.com,1985-04-06,birzeit,85,value2,False,6
34504,qossay,2664,Bethlehem,Female,ubplivcesi@asaltech.com,1997-01-21,birzeit,99,value3,False,1
34520,qossay,2896,amman,Female,hnghxfubcz@asaltech.com,1981-09-12,birzeit,76,value2,False,2
34524,qossay,3568,rawabi,Female,dnesroegcq@asaltech.com,1998-02-21,birzeit,88,value2,False,1
34525,qossay,4100,Bethlehem,Female,ozuqiraled@asaltech.com,1980-03-28,birzeit,75,value1,False,8
34563,qossay,4067,yafa,Female,xhyrrjyuxy@asaltech.com,1990-09-26,najah,77,value2,False,6
34579,qossay,2081,amman,Female,wnqrhuloyv@asaltech.com,1995-10-15,birzeit,89,value2,False,5
34603,qossay,2803,yafa,Female,htqaldnoke@asaltech.com,1993-12-27,najah,63,value3,True,7
34608,qossay,3572,yafa,Female,ljasdiarku@asaltech.com,1988-11-19,al-quds,81,value3,True,9
34615,qossay,1152,Bethlehem,Female,xxlgvepgja@asaltech.com,1993-05-11,najah,94,value3,True,1
34624,qossay,1140,rawabi,Female,jejgqofwtp@asaltech.com,1992-07-10,al-quds,97,value3,False,0
34649,qossay,3657,rammallah,Female,itokafplcw@asaltech.com,1986-10-20,al-quds,74,value1,False,0
34688,qossay,3872,Jerusalem,Female,lfxrpntwwd@asaltech.com,1980-04-22,al-quds,73,value1,True,2
34702,qossay,2881,Salfit,Female,yhzdyjdyfn@asaltech.com,1991-10-06,najah,69,value1,True,6
34705,qossay,2548,rammallah,Female,ubliyrliyp@asaltech.com,1999-03-12,al-quds,74,value3,False,2
34735,qossay,1770,amman,Female,euudujjtll@asaltech.com,1990-03-19,al-quds,92,value2,False,9
34755,qossay,3362,Jerusalem,Female,nltkfxwiex@asaltech.com,1984-03-20,birzeit,74,value3,False,0
34769,qossay,1406,Jenin ,Female,zbkcxsgimq@asaltech.com,1992-06-11,najah,64,value2,True,1
34770,qossay,4412,rammallah,Female,zpctlqczrk@asaltech.com,1998-03-09,najah,96,value3,True,9
34789,qossay,4540,Jerusalem,Female,ilkvteottb@asaltech.com,1990-07-25,al-quds,96,value2,False,5
34854,qossay,2034,nablus,Female,xybqxixsgn@asaltech.com,1982-12-26,najah,67,value2,False,6
34883,qossay,3424,amman,Female,irglycpkqb@asaltech.com,1995-03-07,al-quds,80,value3,True,7
34892,qossay,1439,rawabi,Female,dpjnvtojgj@asaltech.com,1997-09-05,najah,90,value1,False,5
34894,qossay,3337,Jerusalem,Female,wncrgtgeys@asaltech.com,1991-10-18,birzeit,98,value1,True,8
34895,qossay,3898,Jerusalem,Female,ixkdlcmdpw@asaltech.com,1982-09-07,al-quds,97,value2,True,7
34939,qossay,4598,nablus,Female,vmezmhshtg@asaltech.com,1991-10-10,najah,75,value3,True,0
34944,qossay,1998,Jerusalem,Female,cgsjygzckg@asaltech.com,1981-07-27,birzeit,88,value1,True,7
34947,qossay,1990,hebron,Female,lsxhavkwgp@asaltech.com,1989-02-18,najah,78,value2,False,8
34953,qossay,2206,hebron,Female,iasmkzmfxk@asaltech.com,1981-11-12,birzeit,60,value1,True,2
34983,qossay,2942,Jenin ,Female,zhzjseeghl@asaltech.com,1987-10-28,najah,76,value1,True,8
35005,qossay,2590,nablus,Female,lsuiohcgwo@asaltech.com,1989-11-04,najah,63,value2,False,4
35024,qossay,4703,nablus,Female,veigpsxowi@asaltech.com,1989-01-16,birzeit,77,value2,False,6
35027,qossay,3970,amman,Female,ikblfnpyyi@asaltech.com,1997-05-05,al-quds,83,value3,False,5
35049,qossay,2522,hebron,Female,leqnffrwym@asaltech.com,1994-07-05,birzeit,97,value1,False,5
35088,qossay,2434,nablus,Female,kpglwglnar@asaltech.com,1987-05-01,al-quds,87,value3,False,1
35095,qossay,2072,Jerusalem,Female,fxkaxyltqh@asaltech.com,1993-03-03,al-quds,87,value2,True,3
35106,qossay,2323,rawabi,Female,lfsrktaeje@asaltech.com,1983-05-19,al-quds,65,value2,False,9
35142,qossay,2174,amman,Female,rlhrbfmwis@asaltech.com,2000-03-24,birzeit,62,value2,True,4
35148,qossay,3243,rammallah,Female,gmgfkndqvc@asaltech.com,1980-03-04,al-quds,88,value1,True,4
35155,qossay,3303,amman,Female,pccvggevjo@asaltech.com,1994-11-06,al-quds,82,value3,True,6
35158,qossay,1126,Jerusalem,Female,fmmbabpusp@asaltech.com,1986-04-16,birzeit,82,value2,False,6
35168,qossay,1871,nablus,Female,wgemegjsex@asaltech.com,1980-08-10,al-quds,85,value3,True,0
35189,qossay,2058,Salfit,Female,tehhzqlmln@asaltech.com,1998-05-28,najah,99,value3,False,8
35210,qossay,4839,hebron,Female,wqbrlnhrzh@asaltech.com,1991-01-27,birzeit,94,value2,True,7
35244,qossay,3388,Jerusalem,Female,veuclodzng@asaltech.com,1987-10-17,najah,75,value1,False,7
35258,qossay,4761,amman,Female,tslsyqwkzc@asaltech.com,1994-07-23,najah,78,value1,False,3
35292,qossay,2757,Salfit,Female,wehkzbwjuq@asaltech.com,2000-08-20,najah,81,value2,True,0
35296,qossay,3608,amman,Female,dsvrvyguzg@asaltech.com,1990-02-18,al-quds,91,value1,False,8
35304,qossay,4041,Salfit,Female,etnjpwesyf@asaltech.com,1993-01-08,al-quds,90,value2,False,8
35311,qossay,4443,nablus,Female,fqjgtfxojs@asaltech.com,1994-12-27,al-quds,84,value3,True,7
35318,qossay,3176,amman,Female,gwtyfbtxhm@asaltech.com,1983-07-07,birzeit,77,value1,False,7
35360,qossay,4407,Bethlehem,Female,cyafdcausq@asaltech.com,1998-11-15,birzeit,97,value1,True,5
35361,qossay,1727,amman,Female,ywtdwkcmhs@asaltech.com,1987-01-23,najah,89,value3,False,3
35372,qossay,3648,rawabi,Female,xmfmvrljkb@asaltech.com,1981-07-20,al-quds,71,value1,False,0
35376,qossay,4125,Jerusalem,Female,egjrtnmvyi@asaltech.com,1991-05-25,al-quds,99,value3,False,5
35504,qossay,2765,Salfit,Female,erxrucovmh@asaltech.com,1980-07-10,al-quds,96,value3,False,0
35505,qossay,4247,Bethlehem,Female,wpoymmmqvm@asaltech.com,1994-12-07,birzeit,77,value3,True,7
35517,qossay,1533,rawabi,Female,jiqiyffrwx@asaltech.com,1988-09-20,birzeit,65,value2,True,0
35524,qossay,1614,hebron,Female,lhpxgweefj@asaltech.com,1994-11-02,birzeit,73,value3,True,2
35535,qossay,1039,Jenin ,Female,igsxpcpcrn@asaltech.com,1980-01-10,najah,72,value1,True,0
35536,qossay,3094,yafa,Female,awfxeqzubl@asaltech.com,1989-01-19,al-quds,98,value3,False,9
35548,qossay,3560,rammallah,Female,ijhnvqizmh@asaltech.com,1997-04-14,najah,76,value1,False,4
35568,qossay,3277,yafa,Female,mkbzynnvld@asaltech.com,1995-06-03,birzeit,79,value2,True,3
35596,qossay,1886,yafa,Female,ygavlwimkr@asaltech.com,1980-06-08,birzeit,92,value2,True,8
35598,qossay,4544,rammallah,Female,dnijbzemsp@asaltech.com,2000-07-24,al-quds,67,value3,False,4
35600,qossay,4140,nablus,Female,hjlnwahvvo@asaltech.com,1983-03-02,birzeit,64,value2,True,2
35618,qossay,1159,rammallah,Female,biovpruoph@asaltech.com,1985-03-12,najah,73,value1,True,2
35660,qossay,2309,Bethlehem,Female,vystdqhbzr@asaltech.com,1994-11-28,najah,78,value3,False,8
35662,qossay,2240,amman,Female,pdqfgywxke@asaltech.com,1994-03-06,al-quds,61,value2,True,6
35664,qossay,2503,nablus,Female,ucvxfwmzjw@asaltech.com,1987-02-01,al-quds,81,value3,True,1
35668,qossay,2657,rawabi,Female,bhuhqmrarf@asaltech.com,1990-09-25,najah,79,value3,False,5
35670,qossay,1342,Salfit,Female,gdtdtwxvak@asaltech.com,2000-11-21,birzeit,64,value1,False,1
35676,qossay,1308,hebron,Female,zrqksuddxk@asaltech.com,1992-10-13,al-quds,98,value1,False,3
35685,qossay,3602,Jerusalem,Female,ouyqgxktdp@asaltech.com,1988-12-10,najah,66,value1,False,0
35698,qossay,2469,amman,Female,bfxmwqfrst@asaltech.com,1996-08-28,al-quds,91,value1,True,8
35701,qossay,898,hebron,Female,hlhqxzbcml@asaltech.com,1990-02-22,al-quds,60,value3,False,2
35716,qossay,2767,amman,Female,hhprioaobp@asaltech.com,1982-06-09,al-quds,73,value2,False,9
35722,qossay,1281,Salfit,Female,amtvplqaob@asaltech.com,1999-03-28,najah,78,value1,False,8
35728,qossay,4410,Bethlehem,Female,orrzkjalon@asaltech.com,1981-06-22,al-quds,85,value3,True,2
35747,qossay,3576,yafa,Female,trnkrbxrxh@asaltech.com,1993-02-14,al-quds,91,value3,True,4
35770,qossay,1684,Jerusalem,Female,hraiylryox@asaltech.com,1998-04-16,najah,76,value1,False,6
35775,qossay,1655,amman,Female,tnuzjrzlxf@asaltech.com,2000-10-07,birzeit,77,value2,False,7
35792,qossay,1248,rawabi,Female,mihjtepeme@asaltech.com,1987-09-08,al-quds,74,value2,True,8
35793,qossay,2017,rammallah,Female,nzuoqwisns@asaltech.com,1988-11-23,birzeit,94,value1,False,3
35842,qossay,1791,hebron,Female,pxndcoeqyj@asaltech.com,1987-11-23,najah,63,value2,True,3
35920,qossay,923,rawabi,Female,xjgehmmsts@asaltech.com,1999-03-04,al-quds,97,value2,True,4
35921,qossay,3497,rawabi,Female,vvkxgjehgl@asaltech.com,1988-09-21,birzeit,70,value3,False,1
35936,qossay,4234,amman,Female,hhyflrvxad@asaltech.com,1998-12-18,birzeit,88,value2,True,8
35959,qossay,2886,rawabi,Female,psbhdwkuyy@asaltech.com,1996-06-04,birzeit,71,value1,True,4
35977,qossay,846,hebron,Female,vthdclinxv@asaltech.com,1990-02-09,najah,88,value3,True,9
35980,qossay,1788,rammallah,Female,aqvycxrgqh@asaltech.com,1996-09-19,najah,74,value1,False,9
35986,qossay,4132,Jenin ,Female,jxovquamyz@asaltech.com,1988-08-19,najah,79,value1,True,9
35993,qossay,3189,hebron,Female,gqufnwcsrd@asaltech.com,1985-03-27,al-quds,78,value1,False,7
36036,qossay,2880,amman,Female,erwsvketdw@asaltech.com,1990-04-18,birzeit,61,value1,False,8
36040,qossay,1928,nablus,Female,onyiiwdoxj@asaltech.com,1982-05-24,najah,88,value1,False,4
36050,qossay,3974,amman,Female,zzwcfrpydx@asaltech.com,2000-04-22,najah,94,value1,True,2
36059,qossay,4052,nablus,Female,pzieepfhyr@asaltech.com,1994-05-08,najah,72,value2,True,8
36069,qossay,4247,rammallah,Female,tadtofpnag@asaltech.com,1993-12-27,najah,73,value1,True,7
36087,qossay,4746,Salfit,Female,rnzmclexpq@asaltech.com,1981-03-23,birzeit,92,value3,False,3
36095,qossay,4640,Bethlehem,Female,ozknvzalhq@asaltech.com,1983-06-19,najah,79,value2,False,9
36126,qossay,1610,amman,Female,kgakwdhzbu@asaltech.com,1993-04-07,najah,65,value3,False,7
36138,qossay,3069,Salfit,Female,xqxzothbcw@asaltech.com,2000-03-03,najah,92,value1,True,3
36156,qossay,4432,hebron,Female,odccuegoca@asaltech.com,1981-01-05,birzeit,93,value1,True,5
36158,qossay,4919,yafa,Female,utkoumtahr@asaltech.com,1990-12-03,najah,95,value3,True,3
36166,qossay,3152,Bethlehem,Female,nfagywklph@asaltech.com,1987-02-26,birzeit,91,value3,True,6
36185,qossay,1617,hebron,Female,djcojxujkn@asaltech.com,1988-07-23,najah,89,value2,True,3
36210,qossay,1803,rawabi,Female,umoiuqludh@asaltech.com,1991-04-11,al-quds,66,value1,True,1
36228,qossay,3091,Salfit,Female,fzmfhomeya@asaltech.com,1993-05-11,najah,95,value2,False,1
36258,qossay,3981,Salfit,Female,zffgevfpwm@asaltech.com,2000-02-09,najah,74,value3,True,9
36263,qossay,2440,Jerusalem,Female,yqiinjpgfv@asaltech.com,1995-12-22,birzeit,81,value3,False,2
36290,qossay,3076,Bethlehem,Female,wflxyanutm@asaltech.com,1991-02-27,birzeit,64,value1,True,7
36351,qossay,2420,rammallah,Female,wgrfciyiya@asaltech.com,1988-12-18,najah,65,value1,True,8
36367,qossay,4305,rammallah,Female,zkaihdhidx@asaltech.com,2000-09-03,birzeit,85,value1,False,3
36372,qossay,3919,Jerusalem,Female,dhhqobpnjs@asaltech.com,2000-01-22,birzeit,94,value2,False,2
36373,qossay,1330,Salfit,Female,cjlwssnkgz@asaltech.com,1995-04-27,al-quds,83,value1,True,7
36386,qossay,4008,yafa,Female,slusxomkov@asaltech.com,1983-01-19,al-quds,80,value1,False,9
36395,qossay,4781,Bethlehem,Female,daimgvazkx@asaltech.com,1989-05-01,birzeit,93,value2,True,1
36414,qossay,4181,rawabi,Female,onseuaqcvj@asaltech.com,1989-09-25,al-quds,80,value2,False,5
36418,qossay,4500,amman,Female,cswgmrezjb@asaltech.com,1982-02-19,najah,71,value3,False,9
36441,qossay,1942,nablus,Female,bzqowuxhhc@asaltech.com,1993-06-19,birzeit,87,value2,False,9
36453,qossay,4198,rammallah,Female,fizrxvfkys@asaltech.com,1998-02-25,al-quds,83,value2,False,5
36462,qossay,827,rammallah,Female,kcxuksurxo@asaltech.com,1994-01-02,najah,99,value1,False,2
36475,qossay,1281,Salfit,Female,kkvicozvvv@asaltech.com,1999-09-04,najah,80,value3,False,4
36491,qossay,4373,amman,Female,cadfaqooxu@asaltech.com,1993-03-26,najah,77,value1,True,6
36503,qossay,839,nablus,Female,drjexsaqyn@asaltech.com,1988-05-11,najah,70,value1,True,1
36518,qossay,3614,nablus,Female,cwkedrvblj@asaltech.com,1985-09-13,birzeit,65,value3,True,3
36522,qossay,2541,yafa,Female,iblcpohzcj@asaltech.com,1984-11-21,najah,67,value2,True,1
36527,qossay,4965,rammallah,Female,hrwrkhmova@asaltech.com,1987-03-10,birzeit,65,value3,True,0
36544,qossay,3464,rawabi,Female,cxvsazmukl@asaltech.com,1985-11-09,al-quds,64,value1,True,9
36549,qossay,3265,rammallah,Female,kvukatqhcd@asaltech.com,1994-12-14,al-quds,99,value2,True,4
36560,qossay,1907,rammallah,Female,ovjalwgvdi@asaltech.com,1983-09-15,birzeit,96,value2,True,5
36595,qossay,1867,nablus,Female,xiguralggg@asaltech.com,1980-04-08,najah,64,value2,False,8
36599,qossay,3413,hebron,Female,arkjrvyzti@asaltech.com,1987-03-18,birzeit,87,value3,False,8
36624,qossay,3487,Jenin ,Female,ficigymimg@asaltech.com,1980-05-17,al-quds,77,value2,True,7
36625,qossay,1237,rammallah,Female,orfuhkgfkl@asaltech.com,1989-03-17,al-quds,96,value3,True,7
36632,qossay,1182,amman,Female,swrcjtokeb@asaltech.com,1997-10-01,al-quds,97,value1,True,1
36644,qossay,1071,amman,Female,tzbqvobrxx@asaltech.com,1991-07-22,najah,70,value2,True,2
36659,qossay,4680,hebron,Female,ijnienlevc@asaltech.com,1990-04-23,birzeit,88,value2,True,3
36705,qossay,1262,hebron,Female,flsndjlvuf@asaltech.com,1982-06-03,najah,67,value3,True,3
36719,qossay,3839,Salfit,Female,zmuvzrxvwk@asaltech.com,1998-10-15,birzeit,96,value3,False,5
36723,qossay,3373,rammallah,Female,mtupallbof@asaltech.com,1980-03-24,birzeit,62,value1,False,4
36752,qossay,2819,Bethlehem,Female,pkqbdbhmrg@asaltech.com,1996-03-12,najah,60,value1,False,2
36777,qossay,3746,Salfit,Female,zppbztvyxl@asaltech.com,1986-04-19,birzeit,83,value2,False,9
36784,qossay,4288,hebron,Female,gelnjdnduc@asaltech.com,1999-05-04,al-quds,92,value2,False,4
36792,qossay,1865,rammallah,Female,znjnnyzsxa@asaltech.com,1989-12-19,al-quds,73,value3,False,9
36868,qossay,2812,rammallah,Female,xqpubvwchv@asaltech.com,1984-01-28,al-quds,68,value3,False,8
36872,qossay,3920,Salfit,Female,juhuwpdokn@asaltech.com,1982-05-26,al-quds,99,value2,False,6
36882,qossay,3602,yafa,Female,ntihcwijwd@asaltech.com,1993-08-08,birzeit,89,value2,False,8
36897,qossay,2869,yafa,Female,vlftriwvsz@asaltech.com,1980-10-27,najah,94,value1,True,7
36968,qossay,1704,Bethlehem,Female,duifuhdrpg@asaltech.com,1980-03-01,najah,99,value2,True,1
36981,qossay,2276,Jerusalem,Female,xmzqglktoz@asaltech.com,1997-11-17,birzeit,76,value3,False,7
36997,qossay,1057,Jenin ,Female,tyacweekqb@asaltech.com,1991-05-28,al-quds,69,value1,False,8
37028,qossay,2744,rammallah,Female,wvpmyqryaa@asaltech.com,1985-10-07,najah,63,value1,False,7
37031,qossay,4452,Jenin ,Female,bschfleitu@asaltech.com,1983-07-26,birzeit,63,value3,True,6
37041,qossay,4879,hebron,Female,jrlzaifhqm@asaltech.com,1985-06-23,najah,69,value1,False,3
37093,qossay,1453,Jerusalem,Female,ukrehfgqbl@asaltech.com,1992-01-16,birzeit,79,value2,False,6
37099,qossay,1068,Salfit,Female,tzoqzdcbmz@asaltech.com,1988-06-20,al-quds,84,value1,False,0
37179,qossay,3400,yafa,Female,lvukrsxtpn@asaltech.com,1983-07-14,al-quds,83,value3,True,4
37189,qossay,3202,hebron,Female,tbqpalnpou@asaltech.com,1990-10-28,birzeit,73,value3,False,8
37220,qossay,2559,yafa,Female,yzxnilmgum@asaltech.com,1995-02-03,birzeit,90,value1,False,3
37245,qossay,4508,Jerusalem,Female,hsnqrpsskn@asaltech.com,1982-05-25,al-quds,92,value3,True,5
37259,qossay,4390,Bethlehem,Female,npivkxumwr@asaltech.com,1988-10-03,al-quds,83,value2,True,3
37350,qossay,937,Jenin ,Female,mtpvlgezvn@asaltech.com,1985-11-15,najah,99,value3,True,5
37361,qossay,1723,Salfit,Female,yqojpqgjfz@asaltech.com,1996-10-11,al-quds,94,value2,True,1
37373,qossay,1617,Salfit,Female,xvjmpvqbma@asaltech.com,1999-09-26,najah,99,value2,True,6
37437,qossay,4310,hebron,Female,kxibmvcifi@asaltech.com,1991-08-13,najah,61,value1,False,3
37440,qossay,1805,Jerusalem,Female,oevfjkoooe@asaltech.com,1991-04-08,birzeit,94,value2,True,8
37480,qossay,2204,hebron,Female,fqqtfqwexy@asaltech.com,1998-07-20,najah,78,value2,True,0
37509,qossay,3114,nablus,Female,gnbgkmxcra@asaltech.com,1987-08-17,najah,60,value1,True,7
37513,qossay,1792,nablus,Female,mqdlsihfkl@asaltech.com,1990-09-13,najah,89,value1,False,3
37523,qossay,4609,hebron,Female,giwqrcmfbe@asaltech.com,1982-06-25,najah,79,value2,False,5
37529,qossay,3715,hebron,Female,bvfjdjqxns@asaltech.com,1990-10-19,al-quds,75,value2,True,9
37556,qossay,1575,nablus,Female,ealdjjptgl@asaltech.com,1999-01-28,birzeit,75,value3,True,8
37559,qossay,2746,rammallah,Female,tabwriisuw@asaltech.com,1980-04-24,najah,93,value3,False,4
37563,qossay,1143,Jenin ,Female,hmgnbooryv@asaltech.com,1984-01-06,birzeit,61,value2,False,6
37565,qossay,3594,amman,Female,aispjtscex@asaltech.com,1997-11-20,birzeit,74,value3,True,0
37578,qossay,3218,yafa,Female,mmdhbivyna@asaltech.com,1998-10-12,al-quds,92,value3,False,2
37592,qossay,3392,rawabi,Female,zbcmedyacv@asaltech.com,1997-11-26,birzeit,75,value2,False,6
37610,qossay,1362,Bethlehem,Female,jssxpejsys@asaltech.com,2000-12-06,al-quds,67,value1,True,6
37672,qossay,1076,rawabi,Female,oxyfgsixbs@asaltech.com,1983-07-15,birzeit,79,value1,False,5
37688,qossay,3992,hebron,Female,pfyyiklamu@asaltech.com,1995-05-15,najah,71,value3,False,5
37724,qossay,840,Jenin ,Female,vdmrvzkmnr@asaltech.com,1997-10-07,birzeit,65,value1,True,7
37751,qossay,3530,rammallah,Female,iqduljxewg@asaltech.com,1992-10-04,al-quds,72,value3,False,4
37772,qossay,1052,amman,Female,lwehhtviwt@asaltech.com,1987-07-24,najah,93,value1,True,4
37806,qossay,2327,Jerusalem,Female,xumnxzebqh@asaltech.com,1992-06-23,al-quds,69,value2,True,3
37842,qossay,4376,yafa,Female,truenewzpj@asaltech.com,1985-09-21,al-quds,73,value2,False,1
37850,qossay,3519,hebron,Female,blxilccsjd@asaltech.com,1985-04-06,najah,63,value1,True,6
37860,qossay,3775,amman,Female,leezkfdcdg@asaltech.com,1999-03-10,al-quds,86,value1,True,0
37878,qossay,830,Salfit,Female,ezcepvzbhr@asaltech.com,1988-04-03,birzeit,76,value2,False,3
37906,qossay,3678,amman,Female,syiibzyzxn@asaltech.com,1987-01-05,al-quds,71,value3,True,5
37912,qossay,3905,Jenin ,Female,aiijayqxud@asaltech.com,1994-07-09,al-quds,83,value3,True,9
37926,qossay,2582,Salfit,Female,zzrbzdrbdq@asaltech.com,1995-12-26,birzeit,87,value3,True,6
37930,qossay,3898,rammallah,Female,famdxosofw@asaltech.com,1995-06-08,al-quds,76,value3,False,8
38001,qossay,2066,Bethlehem,Female,lxpogobdxb@asaltech.com,1995-03-28,birzeit,86,value2,True,8
38032,qossay,2747,rammallah,Female,uygxkvqklu@asaltech.com,1997-03-11,al-quds,97,value2,True,1
38034,qossay,2242,nablus,Female,otocbhziaf@asaltech.com,1994-07-20,birzeit,60,value1,False,0
38050,qossay,3466,rammallah,Female,afyamjmdeq@asaltech.com,1981-11-18,al-quds,78,value3,False,8
38074,qossay,3337,hebron,Female,eurwxqsbbs@asaltech.com,1980-01-08,al-quds,94,value2,True,8
38075,qossay,844,Jerusalem,Female,hfyarpkmhg@asaltech.com,1983-03-07,birzeit,89,value1,False,7
38100,qossay,907,Jerusalem,Female,ouefxzesuf@asaltech.com,1997-07-06,al-quds,63,value3,False,6
38103,qossay,2528,nablus,Female,ykknzrtbwc@asaltech.com,1985-09-05,al-quds,82,value2,False,5
38114,qossay,882,rammallah,Female,oouunkbizb@asaltech.com,1984-09-12,najah,81,value2,True,2
38122,qossay,2166,hebron,Female,tznuezomtl@asaltech.com,1994-11-16,al-quds,97,value2,False,6
38218,qossay,993,rawabi,Female,lycloczwjl@asaltech.com,1994-08-12,najah,77,value3,False,2
38279,qossay,2738,yafa,Female,shknkqzlxg@asaltech.com,1984-01-28,al-quds,94,value2,True,8
38307,qossay,2724,rammallah,Female,voxhhiudpb@asaltech.com,1999-06-17,al-quds,62,value1,False,7
38318,qossay,4625,Salfit,Female,zowzhlhret@asaltech.com,1980-12-23,birzeit,63,value1,False,3
38320,qossay,1423,rammallah,Female,bqhmsenlik@asaltech.com,1988-07-17,najah,75,value2,True,7
38354,qossay,3009,Jerusalem,Female,wgpyvqkcmq@asaltech.com,1995-11-12,birzeit,66,value2,False,2
38380,qossay,2392,nablus,Female,mnlkpbzdhx@asaltech.com,1991-06-11,birzeit,99,value2,False,1
38405,qossay,965,Bethlehem,Female,tiboxadpyy@asaltech.com,1984-12-15,najah,82,value1,False,5
38423,qossay,3210,Jerusalem,Female,vgwkfoibhn@asaltech.com,1993-04-18,birzeit,84,value3,True,8
38425,qossay,4171,yafa,Female,wiymexqznp@asaltech.com,1989-12-06,najah,90,value3,True,6
38490,qossay,4595,nablus,Female,ggchmnbmty@asaltech.com,1999-07-28,birzeit,77,value2,True,8
38499,qossay,1863,nablus,Female,paadakcmqt@asaltech.com,1995-05-24,birzeit,88,value2,False,4
38553,qossay,2752,Jerusalem,Female,jhouyyzbba@asaltech.com,1991-12-26,birzeit,86,value2,False,6
38565,qossay,1912,nablus,Female,nfcmizizuu@asaltech.com,1985-09-27,najah,60,value1,False,7
38573,qossay,2447,amman,Female,yedofflaou@asaltech.com,1993-02-01,najah,94,value2,True,1
38606,qossay,1842,rawabi,Female,ifowzxsiiq@asaltech.com,1992-12-19,najah,96,value1,True,9
38619,qossay,3686,Jenin ,Female,akfmvwuyxa@asaltech.com,1995-12-23,birzeit,81,value3,True,3
38622,qossay,4178,Bethlehem,Female,owdxgkodug@asaltech.com,1992-03-20,najah,80,value2,True,0
38642,qossay,1003,rawabi,Female,yyudqmrckt@asaltech.com,1992-04-21,birzeit,61,value1,False,1
